code,profit_pct
688585,1378.7042543819996
600589,960.7105628919996
300502,927.244142932
300249,600.1985612960001
688123,599.309775926
920130,579.6872417
300486,575.8688984999998
301489,566.007978
300007,553.9536786440003
000657,549.0826213
300972,545.5904960979998
002931,538.3220587899999
600605,528.4390363740002
002342,516.2917844339996
301338,502.2633100500001
000628,500.50818190600023
920392,489.2064674079999
600734,472.51511460000023
920641,469.7120288499999
000957,459.508163704
300432,426.3867404819999
300609,416.3706587000002
301306,380.0498398599998
300594,375.7290275
301205,365.96338972800004
688607,356.1780328759998
300100,355.22378789999976
688258,349.991155116
301023,349.9881488719999
920533,349.6243569700002
920509,342.03580173200004
605598,336.46627129999985
300563,316.4494226320004
920670,314.15423547799975
600113,308.8426393940001
301004,308.12701879999963
920169,307.5758903900001
603879,304.9153093439999
601336,300.0854106580002
601606,298.7089191000001
002843,295.8732491640001
301123,281.58186476599997
300765,279.69626604800027
603958,273.9917965360001
000880,273.66057540000014
300547,263.49685420000014
688332,260.85694467999986
920682,260.33664808000003
920046,258.418234624
300068,257.6374290879999
002199,256.17177713000024
002208,254.37049085999996
300238,250.74518564399975
601138,249.89116801199987
688661,249.60031327199997
603683,248.29473965999998
688160,248.07500785999997
300469,245.78821658
002265,243.185495304
300652,241.25558086200022
301232,241.18264255000008
300494,240.75466435
002126,240.57558437999984
600673,240.09553539000004
301529,237.50215827599993
688501,236.92669654000002
301132,236.74209514800012
600678,236.4964090000001
300147,233.32179349400025
688333,231.93912688600005
605319,231.80936781399996
300153,231.40560395600033
301005,227.39491863599991
603766,227.300530644
688433,225.69650330999983
603196,225.05839910000003
000510,223.8065828280001
920802,222.50259625999988
002472,221.23204069999997
300689,221.0819216580001
600256,220.7056293600001
603061,219.15012848400002
920375,216.64734750999995
300757,215.27116146199972
301369,215.25216674599992
301061,214.42736249999996
920701,213.55844859999974
688418,212.59585932400017
600336,209.82765635200002
002488,208.82152279999983
688062,208.5044460719999
603216,208.50198790800016
920000,208.15431568400012
000737,206.94503706000006
600173,204.299722642
688377,203.62169026999985
600066,203.1225353000001
688685,201.67387052399997
300389,200.61948881399994
002738,200.0981424980001
688361,199.07847560000002
301137,197.10720511399995
301329,196.21260880000005
300660,194.21880726799992
600791,193.30652874600008
300033,192.12531939999997
301093,190.97570540000015
002195,187.30796050000004
603226,183.06312501400006
603969,182.3654791
300063,182.00263188800017
300275,181.26415619999995
688372,180.27038120000014
601086,178.09173219200022
001330,176.91841040000003
000905,175.29250859999996
000753,175.25713220000003
688620,174.83847269999998
920808,173.90110907199988
603301,173.4887318
300668,173.1971637400001
002730,172.7827248879998
600331,170.40636531200005
301027,170.29331649999995
300893,170.05453979400005
601699,169.58037710000002
002083,168.1745182519999
002134,167.65716609999956
603887,167.40298560800008
300695,166.12950654400004
300723,165.9511400400002
603650,164.7863491399999
600326,164.65528361600005
603389,164.5502312239999
002782,163.9956449
920726,163.41040925199985
600540,163.03489497399985
600208,161.6362182999998
300158,161.25349528200002
301187,161.2501707000001
920225,161.17686819000008
603390,160.7045502999999
603048,160.42963063000008
688488,160.31101476199984
002128,159.73102953799986
001389,159.13917740800014
301059,158.93889234000002
002871,158.93037632799997
300813,158.14074689200004
000517,158.03156779999983
688205,157.8096416579999
002031,156.60230466
605058,156.56135893200002
920001,156.195075394
605011,155.9352705000002
300710,155.5495908400001
688702,155.43301782799998
301379,153.78977489199974
002762,153.61051121599985
600689,153.17206937399996
300399,153.10358368800013
300828,153.04213150000004
600188,152.986142424
688234,152.87007039999986
920230,152.57861916600018
300436,152.520181874
600726,151.94360100399996
920346,151.87425090000013
301389,151.835951578
688159,151.58861692399998
301318,150.80784690000004
002248,150.76376900000008
600206,150.338772608
688353,149.88257619999996
301282,149.45976198000005
300218,149.04886937
688717,148.62664730000006
300025,148.42936217999986
301550,148.2849504140001
603950,148.14914646800003
920770,147.65573665399998
002951,147.49375590000008
002292,147.33516256000004
301011,146.70672978999983
300588,146.26980549600026
600340,146.10670061200005
002527,144.890349474
301313,144.79952166800004
603829,143.95437422000006
002484,143.952439708
920132,143.67361298800014
002883,143.49043605200006
603822,143.36580126399994
301377,142.8610961839999
688300,142.10750906600006
000554,141.6707872099999
002290,141.16169041000003
300838,141.0919225740001
688125,140.93307940000003
300738,140.6519374199997
603938,140.27365920799986
603116,140.12233210000028
000545,140.05805517000007
300645,139.99218332399997
603496,139.83239819999986
688582,139.68422989999988
600118,139.193674008
601969,139.02199468399994
300002,138.778888678
002056,137.72789703600014
301180,137.37141122199986
002868,137.20639146399986
920790,136.16613913000006
920981,135.8626392319999
000417,135.79724619999993
300840,135.624150532
300852,135.48029160000007
688230,134.8522569160001
000688,134.21917399999998
002192,134.03029953800007
603937,133.9670051080002
600503,133.75099400000013
300175,133.14063568799997
688693,132.25442737999992
600358,132.13160911799991
920146,132.02593452399998
300615,131.84483690199977
002150,131.80986244600015
300933,131.70980714799984
300503,130.790265668
688347,130.053876012
002542,129.72924728399994
600563,129.69826740000002
600418,129.09296319600014
001267,128.85484266399996
301086,128.7466708700001
600545,128.390503798
600105,127.77420378799997
301208,127.67187219999987
603002,127.10643341599982
688183,126.90163906000001
603730,126.61933029999999
603280,126.54839049999984
002387,126.2857586420001
002766,126.04894544799988
920748,125.85915913999989
300281,125.53487927199998
603628,124.96029615000006
000951,124.73617680199999
920299,124.22629900400001
300010,124.2136996999999
600353,123.7731955000001
002640,123.64300746399988
002407,123.55548113200004
301309,123.52955513999993
002842,123.41589976000017
301196,122.99202623999994
603809,122.45155939200018
000962,122.40057800000007
920689,122.33610990000004
920242,122.22311947600012
603015,122.00874528000006
688710,121.86475934
002683,121.55170953999995
003036,121.49778589400006
601021,120.87184145000009
600428,120.68755179999988
002638,120.49870164800012
688362,120.47335719799996
002340,119.74698730999995
002595,119.57911880000015
002051,119.45233580000004
000029,118.71266505399998
600650,118.63910340000004
002395,118.44374764000005
002294,118.44207199999992
600759,118.35104062999986
688130,118.30431448200001
301221,118.22718734999998
603324,117.997365734
600697,117.26318925199998
002184,117.0378844000002
920925,116.98914833800006
301279,116.72122026800005
000801,116.37780769999982
601890,116.37691689999966
600382,116.27912640600005
603998,116.17579359999984
002830,116.02883759999997
300384,115.93095590000003
688646,115.7228045559999
600661,115.5141156
600715,115.38682504399974
001234,115.16030909599988
002162,114.90855370000024
603009,114.82626261200011
301421,114.71889373000003
688591,114.7112116
002334,114.44795129999984
688766,114.09389705399997
300488,113.904150268
601958,113.56957259200001
002346,113.51191133000003
000595,113.29350629999996
920006,113.17565635399986
920433,113.05826997600016
300543,112.7360429
301234,112.45714900000002
000969,112.27801039999999
002137,111.71651382999988
000586,111.37791541399997
002789,111.30096439999998
000617,110.82603784800004
300996,110.68303112999992
300795,110.25764678000026
002244,109.98413300000001
000524,109.55263800399983
600129,109.32058360000025
301398,109.26405820000011
300627,108.92717243399994
002510,108.72595349999997
603960,108.70750110000002
002896,108.61489774999991
600489,108.26890573000004
002596,107.62315579999992
300022,107.47793623399997
600719,107.31986842800009
601001,106.96520083999997
002823,106.88684818399982
300718,106.78497018399997
600750,106.26683122000011
603876,106.18385867600006
920718,106.10731979999991
920810,106.0856765600002
300603,105.93958409999983
301359,105.93873240000005
688523,105.93324620000003
300675,105.92094940000015
301202,105.74670436000002
301538,105.71851289999995
688517,105.68799327999994
300131,105.51683837000009
688177,105.4921033000001
688260,105.40083667799998
688767,105.16720132999991
300912,104.9533973
000701,104.88225149999982
920378,104.6703936639999
300926,104.52793964399977
603078,104.32799184799998
301413,104.3016912999999
300321,104.15520592000007
301152,104.07680339999982
600615,104.06949450200007
301168,103.89357860000001
301091,103.67438023999995
002667,103.5806472899999
920547,103.52276310000008
688479,103.29118589999995
300530,102.25451088000014
300857,102.17004843999995
300189,102.0777066380001
301396,102.06619662000013
603367,102.01740759999997
603177,101.96252860000006
300166,101.9488828960002
300270,101.91351735600003
603601,101.54274229399998
002028,101.45338159999999
002009,101.44255594400005
600857,101.24179850399983
002235,101.00317969999993
603871,100.75882859999987
300134,99.89380160000003
300054,99.52585180000004
920639,99.38088639999998
000863,99.22516951999985
300819,98.89232685599998
600250,98.82626768800006
002761,98.62224350000017
601886,98.29762369999997
605001,98.24675960000009
603225,98.14845064399995
603335,97.88234609999996
002042,97.61409348
300578,97.54703790400015
300081,97.36536367399992
600130,97.30135404800009
301020,97.03572975800009
002899,96.90397806999988
000558,96.72473690400003
920556,96.4464596119998
603920,96.39527563000004
603536,96.38661323999996
300042,96.24812688800014
920403,96.21035543200006
300953,96.16973360000009
002633,96.0450585000001
300823,95.60690222000021
003016,95.49842702400002
601882,95.33976477400005
300499,94.60748540200007
301285,94.52318664599997
002992,94.46824277399986
688049,93.99786334600013
002300,93.78381465999992
