日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-03-30,601018,3.61,3.62,3.63,3.57,124788,50943198.0,1.65,-0.28,-0.01,0.09
2021-03-31,601018,3.63,3.68,3.71,3.6,231691,96513908.0,3.04,1.66,0.06,0.18
2021-04-01,601018,3.68,3.64,3.69,3.61,146551,60505141.0,2.17,-1.09,-0.04,0.11
2021-04-02,601018,3.64,3.59,3.65,3.58,122745,50162093.0,1.92,-1.37,-0.05,0.09
2021-04-06,601018,3.65,3.61,3.65,3.57,110026,44927602.0,2.23,0.56,0.02,0.08
2021-04-07,601018,3.68,3.73,3.76,3.67,329974,138440807.0,2.49,3.32,0.12,0.25
2021-04-08,601018,3.73,3.64,3.73,3.62,206432,85494957.0,2.95,-2.41,-0.09,0.16
2021-04-09,601018,3.66,3.71,3.76,3.64,268500,112606154.0,3.3,1.92,0.07,0.2
2021-04-12,601018,3.7,3.61,3.71,3.59,202865,83914436.0,3.23,-2.7,-0.1,0.15
2021-04-13,601018,3.62,3.6,3.65,3.58,120566,49364182.0,1.94,-0.28,-0.01,0.09
2021-04-14,601018,3.58,3.65,3.67,3.57,129462,53227584.0,2.78,1.39,0.05,0.1
2021-04-15,601018,3.65,3.61,3.66,3.61,85711,35313593.0,1.37,-1.1,-0.04,0.07
2021-04-16,601018,3.61,3.66,3.68,3.6,100732,41730863.0,2.22,1.39,0.05,0.08
2021-04-19,601018,3.67,3.68,3.69,3.65,121824,50678166.0,1.09,0.55,0.02,0.09
2021-04-20,601018,3.68,3.65,3.68,3.64,95414,39555930.0,1.09,-0.82,-0.03,0.07
2021-04-21,601018,3.64,3.59,3.65,3.59,113899,46607136.0,1.64,-1.64,-0.06,0.09
2021-04-22,601018,3.6,3.57,3.61,3.56,113933,46377295.0,1.39,-0.56,-0.02,0.09
2021-04-23,601018,3.57,3.49,3.57,3.47,207866,83165145.0,2.8,-2.24,-0.08,0.16
2021-04-26,601018,3.49,3.47,3.51,3.47,97970,39000795.0,1.15,-0.57,-0.02,0.07
2021-04-27,601018,3.48,3.46,3.49,3.43,96151,37853544.0,1.73,-0.29,-0.01,0.07
2021-04-28,601018,3.46,3.49,3.49,3.43,69984,27651671.0,1.73,0.87,0.03,0.05
2021-04-29,601018,3.49,3.52,3.52,3.47,93143,37150747.0,1.43,0.86,0.03,0.07
2021-04-30,601018,3.52,3.47,3.52,3.47,78688,31332958.0,1.42,-1.42,-0.05,0.06
2021-05-06,601018,3.48,3.54,3.54,3.48,128883,51597124.0,1.73,2.02,0.07,0.1
2021-05-07,601018,3.53,3.56,3.59,3.51,132471,53671826.0,2.26,0.56,0.02,0.1
2021-05-10,601018,3.56,3.58,3.58,3.52,112719,45513252.0,1.69,0.56,0.02,0.09
2021-05-11,601018,3.56,3.58,3.58,3.53,89697,36273862.0,1.4,0.0,0.0,0.07
2021-05-12,601018,3.58,3.59,3.6,3.56,105466,42901275.0,1.12,0.28,0.01,0.08
2021-05-13,601018,3.59,3.57,3.59,3.55,82534,33452853.0,1.11,-0.56,-0.02,0.06
2021-05-14,601018,3.56,3.59,3.6,3.56,93813,38206753.0,1.12,0.56,0.02,0.07
2021-05-17,601018,3.59,3.59,3.61,3.57,92572,37798016.0,1.11,0.0,0.0,0.07
2021-05-18,601018,3.59,3.6,3.6,3.55,100549,40891806.0,1.39,0.28,0.01,0.08
2021-05-19,601018,3.59,3.56,3.59,3.55,68230,27666030.0,1.11,-1.11,-0.04,0.05
2021-05-20,601018,3.55,3.54,3.56,3.52,82600,33271775.0,1.12,-0.56,-0.02,0.06
2021-05-21,601018,3.53,3.56,3.59,3.53,97424,39453652.0,1.69,0.56,0.02,0.07
2021-05-24,601018,3.58,3.6,3.62,3.56,128431,52541517.0,1.69,1.12,0.04,0.1
2021-05-25,601018,3.67,3.64,3.7,3.6,247091,102095701.0,2.78,1.11,0.04,0.19
2021-05-26,601018,3.61,3.59,3.63,3.59,153338,62718337.0,1.1,-1.37,-0.05,0.12
2021-05-27,601018,3.58,3.59,3.61,3.57,110832,45129258.0,1.11,0.0,0.0,0.08
2021-05-28,601018,3.58,3.63,3.66,3.56,192806,78962197.0,2.79,1.11,0.04,0.15
2021-05-31,601018,3.61,3.58,3.61,3.57,115729,47219180.0,1.1,-1.38,-0.05,0.09
2021-06-01,601018,3.59,3.61,3.61,3.57,108985,44504536.0,1.12,0.84,0.03,0.08
2021-06-02,601018,3.59,3.61,3.61,3.58,82343,33664303.0,0.83,0.0,0.0,0.06
2021-06-03,601018,3.61,3.74,3.84,3.61,499175,210554047.0,6.37,3.6,0.13,0.38
2021-06-04,601018,3.71,3.66,3.71,3.65,190854,79401993.0,1.6,-2.14,-0.08,0.14
2021-06-07,601018,3.71,3.63,3.71,3.61,133716,55258426.0,2.73,-0.82,-0.03,0.1
2021-06-08,601018,3.64,3.6,3.64,3.59,110497,45281055.0,1.38,-0.83,-0.03,0.08
2021-06-09,601018,3.61,3.59,3.62,3.59,79479,32492782.0,0.83,-0.28,-0.01,0.06
2021-06-10,601018,3.59,3.64,3.64,3.59,115834,47563281.0,1.39,1.39,0.05,0.09
2021-06-11,601018,3.73,3.68,3.81,3.67,368134,155474073.0,3.85,1.1,0.04,0.28
2021-06-15,601018,3.65,3.55,3.7,3.55,240816,99060578.0,4.08,-3.53,-0.13,0.18
2021-06-16,601018,3.56,3.52,3.58,3.51,159332,64217717.0,1.97,-0.85,-0.03,0.12
2021-06-17,601018,3.52,3.55,3.59,3.52,95938,38880308.0,1.99,0.85,0.03,0.07
2021-06-18,601018,3.55,3.55,3.55,3.52,105792,42529408.0,0.85,0.0,0.0,0.08
2021-06-21,601018,3.52,3.49,3.54,3.48,163906,65525711.0,1.69,-1.69,-0.06,0.12
2021-06-22,601018,3.51,3.52,3.54,3.5,88989,35748603.0,1.15,0.86,0.03,0.07
2021-06-23,601018,3.53,3.59,3.61,3.53,165541,67388548.0,2.27,1.99,0.07,0.13
2021-06-24,601018,3.59,3.61,3.62,3.55,113016,46199940.0,1.95,0.56,0.02,0.09
2021-06-25,601018,3.61,3.62,3.62,3.57,120635,49282720.0,1.39,0.28,0.01,0.09
2021-06-28,601018,3.62,3.58,3.62,3.57,90488,36890097.0,1.38,-1.1,-0.04,0.07
2021-06-29,601018,3.57,3.53,3.58,3.49,208527,83592953.0,2.51,-1.4,-0.05,0.16
2021-06-30,601018,3.56,3.54,3.56,3.52,83761,33077653.0,1.13,0.28,0.01,0.06
2021-07-01,601018,3.54,3.52,3.54,3.51,89854,35319067.0,0.85,-0.56,-0.02,0.07
2021-07-02,601018,3.53,3.5,3.53,3.49,92098,36072579.0,1.14,-0.57,-0.02,0.07
2021-07-05,601018,3.5,3.53,3.57,3.5,140565,55609520.0,2.0,0.86,0.03,0.11
2021-07-06,601018,3.55,3.61,3.62,3.52,160657,64313286.0,2.83,2.27,0.08,0.12
2021-07-07,601018,3.62,3.61,3.62,3.57,90072,36049397.0,1.39,0.0,0.0,0.07
2021-07-08,601018,3.6,3.58,3.62,3.56,88498,35249059.0,1.66,-0.83,-0.03,0.07
2021-07-09,601018,3.56,3.56,3.57,3.53,79741,31594348.0,1.12,-0.56,-0.02,0.06
2021-07-12,601018,3.59,3.55,3.6,3.53,89250,35461922.0,1.97,-0.28,-0.01,0.07
2021-07-13,601018,3.54,3.56,3.57,3.53,87701,34697104.0,1.13,0.28,0.01,0.07
2021-07-14,601018,3.59,3.58,3.62,3.56,112843,45116561.0,1.69,0.56,0.02,0.09
2021-07-15,601018,3.56,3.54,3.57,3.51,107008,42205802.0,1.68,-1.12,-0.04,0.08
2021-07-16,601018,3.54,3.52,3.57,3.49,94078,36944395.0,2.26,-0.56,-0.02,0.07
2021-07-19,601018,3.51,3.51,3.52,3.49,73409,28714948.0,0.85,-0.28,-0.01,0.06
2021-07-20,601018,3.49,3.45,3.49,3.41,168690,65034139.0,2.28,-1.71,-0.06,0.13
2021-07-21,601018,3.46,3.43,3.47,3.41,101966,39177576.0,1.74,-0.58,-0.02,0.08
2021-07-22,601018,3.42,3.46,3.46,3.41,74001,28487610.0,1.46,0.87,0.03,0.06
2021-07-23,601018,3.46,3.45,3.46,3.41,96821,37172806.0,1.45,-0.29,-0.01,0.07
2021-07-26,601018,3.43,3.39,3.44,3.37,111767,42558724.0,2.03,-1.74,-0.06,0.08
2021-07-27,601018,3.36,3.34,3.39,3.34,88177,33307252.0,1.47,-1.47,-0.05,0.07
2021-07-28,601018,3.35,3.28,3.35,3.25,102130,37690020.0,2.99,-1.8,-0.06,0.08
2021-07-29,601018,3.29,3.31,3.31,3.29,65703,24357100.0,0.61,0.91,0.03,0.05
2021-07-30,601018,3.29,3.29,3.3,3.26,68547,25275613.0,1.21,-0.6,-0.02,0.05
2021-08-02,601018,3.29,3.31,3.32,3.25,85826,31759577.0,2.13,0.61,0.02,0.07
2021-08-03,601018,3.31,3.34,3.36,3.29,114628,42821495.0,2.11,0.91,0.03,0.09
2021-08-04,601018,3.32,3.32,3.33,3.31,57850,21558516.0,0.6,-0.6,-0.02,0.04
2021-08-05,601018,3.32,3.33,3.35,3.3,74328,27840755.0,1.51,0.3,0.01,0.06
2021-08-06,601018,3.33,3.3,3.34,3.29,58155,21617729.0,1.5,-0.9,-0.03,0.04
2021-08-09,601018,3.27,3.33,3.33,3.27,67521,25130020.0,1.82,0.91,0.03,0.05
2021-08-10,601018,3.33,3.32,3.33,3.3,54553,20313475.0,0.9,-0.3,-0.01,0.04
2021-08-11,601018,3.31,3.32,3.34,3.3,83581,31120781.0,1.2,0.0,0.0,0.06
2021-08-12,601018,3.3,3.31,3.31,3.28,89431,33146068.0,0.9,-0.3,-0.01,0.07
2021-08-13,601018,3.3,3.3,3.31,3.29,54534,20215154.0,0.6,-0.3,-0.01,0.04
2021-08-16,601018,3.3,3.31,3.32,3.3,81817,30445752.0,0.61,0.3,0.01,0.06
2021-08-17,601018,3.31,3.27,3.32,3.27,107804,39904585.0,1.51,-1.21,-0.04,0.08
2021-08-18,601018,3.27,3.29,3.29,3.25,91468,33661607.0,1.22,0.61,0.02,0.07
2021-08-19,601018,3.29,3.26,3.29,3.25,59786,21978492.0,1.22,-0.91,-0.03,0.05
2021-08-20,601018,3.26,3.26,3.27,3.23,86522,31623787.0,1.23,0.0,0.0,0.07
2021-08-23,601018,3.26,3.29,3.29,3.26,97229,35797713.0,0.92,0.92,0.03,0.07
2021-08-24,601018,3.29,3.29,3.3,3.27,66176,24464100.0,0.91,0.0,0.0,0.05
2021-08-25,601018,3.28,3.33,3.33,3.27,116431,43154691.0,1.82,1.22,0.04,0.09
2021-08-26,601018,3.33,3.4,3.42,3.31,241952,91881964.0,3.3,2.1,0.07,0.18
2021-08-27,601018,3.41,3.41,3.42,3.34,149731,56803626.0,2.35,0.29,0.01,0.11
2021-08-30,601018,3.37,3.4,3.42,3.37,138870,52920779.0,1.47,-0.29,-0.01,0.11
2021-08-31,601018,3.4,3.4,3.42,3.37,110214,41894070.0,1.47,0.0,0.0,0.08
2021-09-01,601018,3.41,3.48,3.52,3.4,253607,98231704.0,3.53,2.35,0.08,0.19
2021-09-02,601018,3.51,3.53,3.57,3.46,243016,95480106.0,3.16,1.44,0.05,0.18
2021-09-03,601018,3.53,3.51,3.56,3.49,193308,75976372.0,1.98,-0.57,-0.02,0.15
2021-09-06,601018,3.53,3.52,3.55,3.5,156063,61480505.0,1.42,0.28,0.01,0.12
2021-09-07,601018,3.53,3.59,3.6,3.51,240353,95594726.0,2.56,1.99,0.07,0.18
2021-09-08,601018,3.61,3.68,3.69,3.6,283379,115270521.0,2.51,2.51,0.09,0.22
2021-09-09,601018,3.68,3.8,3.87,3.66,544234,228184163.0,5.71,3.26,0.12,0.41
2021-09-10,601018,3.83,3.74,3.85,3.71,362824,151752098.0,3.68,-1.58,-0.06,0.28
2021-09-13,601018,3.72,3.82,3.87,3.68,360037,151976358.0,5.08,2.14,0.08,0.27
2021-09-14,601018,3.83,3.75,3.86,3.73,301234,126018485.0,3.4,-1.83,-0.07,0.23
2021-09-15,601018,3.73,3.72,3.77,3.69,192284,79531689.0,2.13,-0.8,-0.03,0.15
2021-09-16,601018,3.72,3.68,3.8,3.68,220026,91173466.0,3.23,-1.08,-0.04,0.17
2021-09-17,601018,3.67,3.68,3.74,3.61,176276,71915289.0,3.53,0.0,0.0,0.13
2021-09-22,601018,3.65,3.75,3.75,3.61,173060,71085502.0,3.8,1.9,0.07,0.13
2021-09-23,601018,3.79,3.8,3.83,3.75,219660,92331496.0,2.13,1.33,0.05,0.17
2021-09-24,601018,3.78,3.71,3.84,3.71,180538,75412895.0,3.42,-2.37,-0.09,0.14
2021-09-27,601018,3.72,3.62,3.74,3.59,198170,80258892.0,4.04,-2.43,-0.09,0.15
2021-09-28,601018,3.62,3.63,3.65,3.57,127933,51447343.0,2.21,0.28,0.01,0.1
2021-09-29,601018,3.59,3.54,3.63,3.54,166059,66130030.0,2.48,-2.48,-0.09,0.13
2021-09-30,601018,3.53,3.54,3.57,3.51,116848,46101142.0,1.69,0.0,0.0,0.09
2021-10-08,601018,3.58,3.61,3.63,3.57,123784,49681613.0,1.69,1.98,0.07,0.09
2021-10-11,601018,3.6,3.6,3.63,3.57,113762,45555847.0,1.66,-0.28,-0.01,0.09
2021-10-12,601018,3.58,3.5,3.59,3.48,137994,54247673.0,3.06,-2.78,-0.1,0.1
2021-10-13,601018,3.51,3.44,3.51,3.4,125747,48394088.0,3.14,-1.71,-0.06,0.1
2021-10-14,601018,3.45,3.42,3.46,3.41,80202,30765804.0,1.45,-0.58,-0.02,0.06
2021-10-15,601018,3.42,3.36,3.44,3.35,152592,57826726.0,2.63,-1.75,-0.06,0.12
2021-10-18,601018,3.37,3.42,3.42,3.36,101485,38681826.0,1.79,1.79,0.06,0.08
2021-10-19,601018,3.54,3.43,3.54,3.42,117400,45253461.0,3.51,0.29,0.01,0.09
2021-10-20,601018,3.42,3.39,3.42,3.35,100161,37937123.0,2.04,-1.17,-0.04,0.08
2021-10-21,601018,3.37,3.37,3.4,3.37,77943,29548750.0,0.88,-0.59,-0.02,0.06
2021-10-22,601018,3.37,3.37,3.39,3.35,69250,26130049.0,1.19,0.0,0.0,0.05
2021-10-25,601018,3.36,3.34,3.38,3.32,90988,34104677.0,1.78,-0.89,-0.03,0.07
2021-10-26,601018,3.33,3.34,3.36,3.32,64692,24261853.0,1.2,0.0,0.0,0.05
2021-10-27,601018,3.33,3.32,3.33,3.29,81301,30230435.0,1.2,-0.6,-0.02,0.06
2021-10-28,601018,3.32,3.29,3.32,3.26,88330,32604240.0,1.81,-0.9,-0.03,0.07
2021-10-29,601018,3.29,3.34,3.34,3.26,66808,24810147.0,2.43,1.52,0.05,0.05
2021-11-01,601018,3.34,3.33,3.35,3.32,69515,25999043.0,0.9,-0.3,-0.01,0.05
2021-11-02,601018,3.35,3.3,3.35,3.27,98357,36560930.0,2.4,-0.9,-0.03,0.07
2021-11-03,601018,3.3,3.3,3.31,3.26,52342,19368970.0,1.52,0.0,0.0,0.04
2021-11-04,601018,3.31,3.32,3.34,3.3,57920,21581689.0,1.21,0.61,0.02,0.04
2021-11-05,601018,3.32,3.29,3.32,3.28,69060,25557304.0,1.2,-0.9,-0.03,0.05
2021-11-08,601018,3.3,3.31,3.31,3.29,51326,19049296.0,0.61,0.61,0.02,0.04
2021-11-09,601018,3.3,3.29,3.31,3.28,56013,20722553.0,0.91,-0.6,-0.02,0.04
2021-11-10,601018,3.3,3.28,3.3,3.25,84527,31090236.0,1.52,-0.3,-0.01,0.06
2021-11-11,601018,3.28,3.33,3.33,3.27,82372,30646400.0,1.83,1.52,0.05,0.06
2021-11-12,601018,3.32,3.31,3.33,3.29,49825,18510475.0,1.2,-0.6,-0.02,0.04
2021-11-15,601018,3.31,3.33,3.33,3.29,58669,21854021.0,1.21,0.6,0.02,0.04
2021-11-16,601018,3.34,3.35,3.37,3.32,96746,36391675.0,1.5,0.6,0.02,0.07
2021-11-17,601018,3.36,3.36,3.37,3.35,74231,27987587.0,0.6,0.3,0.01,0.06
2021-11-18,601018,3.37,3.35,3.37,3.34,50735,19075231.0,0.89,-0.3,-0.01,0.04
2021-11-19,601018,3.34,3.36,3.36,3.34,48586,18265173.0,0.6,0.3,0.01,0.04
2021-11-22,601018,3.34,3.36,3.37,3.33,67834,25499173.0,1.19,0.0,0.0,0.05
2021-11-23,601018,3.35,3.38,3.4,3.34,121402,45908642.0,1.79,0.6,0.02,0.09
2021-11-24,601018,3.38,3.36,3.38,3.35,68162,25725788.0,0.89,-0.59,-0.02,0.05
2021-11-25,601018,3.36,3.35,3.37,3.33,60798,22837066.0,1.19,-0.3,-0.01,0.05
2021-11-26,601018,3.35,3.31,3.35,3.3,71289,26549564.0,1.49,-1.19,-0.04,0.05
2021-11-29,601018,3.29,3.28,3.29,3.27,90179,33272249.0,0.6,-0.91,-0.03,0.07
2021-11-30,601018,3.29,3.29,3.32,3.28,73435,27212963.0,1.22,0.3,0.01,0.06
2021-12-01,601018,3.32,3.32,3.32,3.29,64841,24110843.0,0.91,0.91,0.03,0.05
2021-12-02,601018,3.31,3.39,3.48,3.3,246462,93949572.0,5.42,2.11,0.07,0.19
2021-12-03,601018,3.77,3.77,3.77,3.77,596149,249190140.0,0.0,11.21,0.38,0.45
2021-12-06,601018,3.99,3.8,4.08,3.75,1523009,655977808.0,8.75,0.8,0.03,1.16
2021-12-07,601018,3.66,3.64,3.78,3.59,781057,317660272.0,5.0,-4.21,-0.16,0.59
2021-12-08,601018,3.65,3.76,3.81,3.62,594719,246231227.0,5.22,3.3,0.12,0.45
2021-12-09,601018,3.79,3.7,3.84,3.68,512682,212057802.0,4.26,-1.6,-0.06,0.39
