日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-03-30,600681,4.03,3.99,4.03,3.89,86785,48628524.0,3.49,-0.5,-0.02,0.6
2021-03-31,600681,3.94,4.06,4.1,3.88,108692,61796173.0,5.51,1.75,0.07,0.75
2021-04-01,600681,4.06,4.0,4.09,3.94,59468,33556401.0,3.69,-1.48,-0.06,0.41
2021-04-02,600681,4.0,3.93,4.03,3.9,52403,29389088.0,3.25,-1.75,-0.07,0.36
2021-04-06,600681,3.9,3.94,3.98,3.89,33385,18683152.0,2.29,0.25,0.01,0.23
2021-04-07,600681,3.89,3.91,3.95,3.87,43510,24214092.0,2.03,-0.76,-0.03,0.3
2021-04-08,600681,3.88,3.86,3.88,3.81,58604,32229227.0,1.79,-1.28,-0.05,0.41
2021-04-09,600681,3.95,3.81,3.99,3.75,86472,47764947.0,6.22,-1.3,-0.05,0.6
2021-04-12,600681,3.77,3.93,3.96,3.77,83990,46631254.0,4.99,3.15,0.12,0.58
2021-04-13,600681,3.94,3.84,3.94,3.82,56533,31161276.0,3.05,-2.29,-0.09,0.39
2021-04-14,600681,3.87,3.9,3.92,3.81,79104,43845355.0,2.86,1.56,0.06,0.55
2021-04-15,600681,3.84,3.68,3.84,3.64,76312,38398057.0,5.13,-5.64,-0.22,0.53
2021-04-16,600681,3.67,3.69,3.71,3.65,35100,17605439.0,1.63,0.27,0.01,0.24
2021-04-19,600681,3.69,3.69,3.71,3.67,37065,18602291.0,1.08,0.0,0.0,0.26
2021-04-20,600681,3.69,3.65,3.71,3.65,43437,21716839.0,1.63,-1.08,-0.04,0.3
2021-04-21,600681,3.65,3.6,3.66,3.59,24579,12146458.0,1.92,-1.37,-0.05,0.17
2021-04-22,600681,3.6,3.59,3.63,3.58,23384,11536152.0,1.39,-0.28,-0.01,0.16
2021-04-23,600681,3.59,3.5,3.61,3.47,55161,26756581.0,3.9,-2.51,-0.09,0.38
2021-04-26,600681,3.5,3.52,3.52,3.43,24868,11943863.0,2.57,0.57,0.02,0.17
2021-04-27,600681,3.54,3.46,3.55,3.45,24252,11669053.0,2.84,-1.7,-0.06,0.17
2021-04-28,600681,3.45,3.49,3.5,3.42,13821,6639286.0,2.31,0.87,0.03,0.1
2021-04-29,600681,3.51,3.51,3.53,3.47,17965,8692210.0,1.72,0.57,0.02,0.12
2021-04-30,600681,3.5,3.51,3.54,3.49,16856,8159943.0,1.42,0.0,0.0,0.12
2021-05-06,600681,3.52,3.57,3.57,3.51,25987,12685818.0,1.71,1.71,0.06,0.18
2021-05-07,600681,3.55,3.58,3.61,3.54,22259,10926253.0,1.96,0.28,0.01,0.15
2021-05-10,600681,3.58,3.56,3.6,3.53,20883,10203720.0,1.96,-0.56,-0.02,0.14
2021-05-11,600681,3.55,3.62,3.66,3.53,38573,19094808.0,3.65,1.69,0.06,0.28
2021-05-12,600681,3.65,3.67,3.71,3.64,35237,17607722.0,1.93,1.38,0.05,0.26
2021-05-13,600681,3.63,3.6,3.7,3.6,20433,10160918.0,2.72,-1.91,-0.07,0.15
2021-05-14,600681,3.6,3.67,3.69,3.59,28174,14032742.0,2.78,1.94,0.07,0.21
2021-05-17,600681,3.68,3.64,3.7,3.61,30985,15420978.0,2.45,-0.82,-0.03,0.23
2021-05-18,600681,3.6,3.58,3.61,3.53,23389,11449248.0,2.2,-1.65,-0.06,0.17
2021-05-19,600681,3.56,3.54,3.57,3.52,26648,12972063.0,1.4,-1.12,-0.04,0.2
2021-05-20,600681,3.54,3.52,3.54,3.5,17661,8562403.0,1.13,-0.56,-0.02,0.13
2021-05-21,600681,3.5,3.55,3.57,3.48,17953,8708839.0,2.56,0.85,0.03,0.13
2021-05-24,600681,3.54,3.58,3.59,3.53,18621,9124030.0,1.69,0.85,0.03,0.14
2021-05-25,600681,3.56,3.55,3.57,3.5,22724,11059938.0,1.96,-0.84,-0.03,0.17
2021-05-26,600681,3.54,3.57,3.58,3.54,27338,13387888.0,1.13,0.56,0.02,0.2
2021-05-27,600681,3.57,3.58,3.61,3.55,21647,10636266.0,1.68,0.28,0.01,0.16
2021-05-28,600681,3.57,3.55,3.6,3.53,24493,11960242.0,1.96,-0.84,-0.03,0.18
2021-05-31,600681,3.56,3.63,3.63,3.54,47671,23439813.0,2.54,2.25,0.08,0.35
2021-06-01,600681,3.61,3.58,3.64,3.57,28275,13910897.0,1.93,-1.38,-0.05,0.21
2021-06-02,600681,3.57,3.54,3.58,3.54,31495,15373202.0,1.12,-1.12,-0.04,0.23
2021-06-03,600681,3.55,3.57,3.6,3.54,41438,20302112.0,1.69,0.85,0.03,0.3
2021-06-04,600681,3.58,3.52,3.59,3.52,31354,15330034.0,1.96,-1.4,-0.05,0.23
2021-06-07,600681,3.52,3.52,3.55,3.51,19075,9276734.0,1.14,0.0,0.0,0.14
2021-06-08,600681,3.53,3.53,3.54,3.49,27766,13447751.0,1.42,0.28,0.01,0.2
2021-06-09,600681,3.51,3.56,3.56,3.49,26081,12688522.0,1.98,0.85,0.03,0.19
2021-06-10,600681,3.53,3.59,3.59,3.52,35513,17401264.0,1.97,0.84,0.03,0.26
2021-06-11,600681,3.62,3.59,3.65,3.59,52892,26204778.0,1.67,0.0,0.0,0.39
2021-06-15,600681,3.59,3.53,3.6,3.52,22057,10750565.0,2.23,-1.67,-0.06,0.16
2021-06-16,600681,3.52,3.49,3.56,3.45,49425,23825392.0,3.12,-1.13,-0.04,0.36
2021-06-17,600681,3.49,3.37,3.49,3.34,47902,22664935.0,4.3,-3.44,-0.12,0.35
2021-06-18,600681,3.37,3.31,3.37,3.28,37559,17426885.0,2.67,-1.78,-0.06,0.28
2021-06-21,600681,3.3,3.3,3.31,3.28,26781,12382004.0,0.91,-0.3,-0.01,0.2
2021-06-22,600681,3.3,3.34,3.36,3.29,26528,12354859.0,2.12,1.21,0.04,0.19
2021-06-23,600681,3.35,3.33,3.35,3.31,19849,9238288.0,1.2,-0.3,-0.01,0.15
2021-06-24,600681,3.32,3.32,3.33,3.29,22108,10249936.0,1.2,-0.3,-0.01,0.16
2021-06-25,600681,3.31,3.34,3.34,3.3,23171,10770311.0,1.2,0.6,0.02,0.17
2021-06-28,600681,3.33,3.38,3.41,3.32,27832,13098796.0,2.69,1.2,0.04,0.2
2021-06-29,600681,3.4,3.34,3.41,3.29,23497,10961372.0,3.55,-1.18,-0.04,0.17
2021-06-30,600681,3.32,3.32,3.33,3.29,16649,7725098.0,1.2,-0.6,-0.02,0.12
2021-07-01,600681,3.32,3.29,3.32,3.29,21491,9946441.0,0.9,-0.9,-0.03,0.16
2021-07-02,600681,3.3,3.29,3.33,3.29,18495,8575513.0,1.22,0.0,0.0,0.14
2021-07-05,600681,3.27,3.3,3.31,3.27,22151,10214690.0,1.22,0.3,0.01,0.16
2021-07-06,600681,3.27,3.3,3.32,3.27,18054,8347767.0,1.52,0.0,0.0,0.13
2021-07-07,600681,3.29,3.28,3.3,3.28,16726,7721057.0,0.61,-0.61,-0.02,0.12
2021-07-08,600681,3.28,3.23,3.3,3.22,32509,14888562.0,2.44,-1.52,-0.05,0.24
2021-07-09,600681,3.23,3.21,3.23,3.17,31578,14265450.0,1.86,-0.62,-0.02,0.23
2021-07-12,600681,3.23,3.2,3.24,3.19,28989,13176900.0,1.56,-0.31,-0.01,0.21
2021-07-13,600681,3.24,3.31,3.33,3.23,37332,17219799.0,3.13,3.44,0.11,0.27
2021-07-14,600681,3.3,3.29,3.34,3.28,20511,9510110.0,1.81,-0.6,-0.02,0.15
2021-07-15,600681,3.28,3.31,3.32,3.23,20185,9325684.0,2.74,0.61,0.02,0.15
2021-07-16,600681,3.31,3.34,3.38,3.31,26055,12186112.0,2.11,0.91,0.03,0.19
2021-07-19,600681,3.34,3.41,3.44,3.3,56609,26613557.0,4.19,2.1,0.07,0.42
2021-07-20,600681,3.38,3.42,3.42,3.37,18058,8536280.0,1.47,0.29,0.01,0.13
2021-07-21,600681,3.41,3.4,3.42,3.38,16218,7672587.0,1.17,-0.58,-0.02,0.12
2021-07-22,600681,3.38,3.35,3.38,3.32,22043,10297851.0,1.76,-1.47,-0.05,0.16
2021-07-23,600681,3.34,3.33,3.35,3.29,20744,9625305.0,1.79,-0.6,-0.02,0.15
2021-07-26,600681,3.31,3.25,3.31,3.24,31667,14550877.0,2.1,-2.4,-0.08,0.23
2021-07-27,600681,3.25,3.26,3.3,3.24,14884,6850991.0,1.85,0.31,0.01,0.11
2021-07-28,600681,3.26,3.24,3.27,3.2,24565,11243194.0,2.15,-0.61,-0.02,0.18
2021-07-29,600681,3.22,3.27,3.27,3.22,14193,6504807.0,1.54,0.93,0.03,0.1
2021-07-30,600681,3.27,3.18,3.28,3.15,49772,22477466.0,3.98,-2.75,-0.09,0.37
2021-08-02,600681,3.18,3.24,3.25,3.12,30942,13978079.0,4.09,1.89,0.06,0.23
2021-08-03,600681,3.25,3.51,3.67,3.25,152254,73948614.0,12.96,8.33,0.27,1.12
2021-08-04,600681,3.41,3.41,3.47,3.35,88667,41819823.0,3.42,-2.85,-0.1,0.65
2021-08-05,600681,3.37,3.45,3.53,3.36,47520,22664864.0,4.99,1.17,0.04,0.35
2021-08-06,600681,3.46,3.41,3.46,3.36,30374,14354711.0,2.9,-1.16,-0.04,0.22
2021-08-09,600681,3.45,3.53,3.56,3.41,54092,26181759.0,4.4,3.52,0.12,0.4
2021-08-10,600681,3.52,3.5,3.53,3.46,35523,17114066.0,1.98,-0.85,-0.03,0.26
2021-08-11,600681,3.49,3.48,3.49,3.43,35813,17190259.0,1.71,-0.57,-0.02,0.26
2021-08-12,600681,3.49,3.51,3.54,3.45,35863,17313407.0,2.59,0.86,0.03,0.26
2021-08-13,600681,3.51,3.49,3.53,3.46,41739,20068378.0,1.99,-0.57,-0.02,0.31
2021-08-16,600681,3.52,3.62,3.65,3.5,85224,42047738.0,4.3,3.72,0.13,0.63
2021-08-17,600681,3.61,3.52,3.65,3.51,58007,28454986.0,3.87,-2.76,-0.1,0.43
2021-08-18,600681,3.49,3.57,3.59,3.48,39830,19417135.0,3.13,1.42,0.05,0.29
2021-08-19,600681,3.57,3.52,3.57,3.49,24846,12049501.0,2.24,-1.4,-0.05,0.18
2021-08-20,600681,3.5,3.49,3.52,3.45,23821,11449717.0,1.99,-0.85,-0.03,0.18
2021-08-23,600681,3.49,3.6,3.64,3.49,52437,25847020.0,4.3,3.15,0.11,0.39
2021-08-24,600681,3.62,4.09,4.09,3.61,334980,178934565.0,13.33,13.61,0.49,2.46
2021-08-25,600681,4.11,4.19,4.19,3.85,389339,208315454.0,8.31,2.44,0.1,2.86
2021-08-26,600681,4.09,4.1,4.17,4.0,207065,111911461.0,4.06,-2.15,-0.09,1.52
2021-08-27,600681,4.09,4.03,4.22,4.01,140139,75893764.0,5.12,-1.71,-0.07,1.03
