日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-03-30,541,5.76,5.7,5.76,5.66,31089,19368508.0,1.74,-1.04,-0.06,0.29
2021-03-31,541,5.7,5.72,5.73,5.67,17101,10666528.0,1.05,0.35,0.02,0.16
2021-04-01,541,5.73,5.73,5.74,5.68,23918,14954303.0,1.05,0.17,0.01,0.22
2021-04-02,541,5.74,5.71,5.74,5.69,26688,16699715.0,0.87,-0.35,-0.02,0.25
2021-04-06,541,5.7,5.61,5.71,5.6,44068,27200240.0,1.93,-1.75,-0.1,0.41
2021-04-07,541,5.6,5.67,5.68,5.56,29884,18419303.0,2.14,1.07,0.06,0.28
2021-04-08,541,5.68,5.64,5.69,5.61,25012,15432445.0,1.41,-0.53,-0.03,0.23
2021-04-09,541,5.61,5.58,5.64,5.57,28393,17403488.0,1.24,-1.06,-0.06,0.26
2021-04-12,541,5.6,5.49,5.6,5.47,34545,20954354.0,2.33,-1.61,-0.09,0.32
2021-04-13,541,5.49,5.49,5.52,5.47,19944,12018186.0,0.91,0.0,0.0,0.19
2021-04-14,541,5.49,5.52,5.52,5.47,18329,11070573.0,0.91,0.55,0.03,0.17
2021-04-15,541,5.53,5.47,5.53,5.43,29733,17848753.0,1.81,-0.91,-0.05,0.28
2021-04-16,541,5.48,5.55,5.59,5.45,26707,16169081.0,2.56,1.46,0.08,0.25
2021-04-19,541,5.53,5.57,5.59,5.51,35825,21869579.0,1.44,0.36,0.02,0.33
2021-04-20,541,5.56,5.55,5.64,5.55,29398,18031828.0,1.62,-0.36,-0.02,0.27
2021-04-21,541,5.53,5.5,5.54,5.48,25796,15598637.0,1.08,-0.9,-0.05,0.24
2021-04-22,541,5.54,5.5,5.54,5.49,20691,12518802.0,0.91,0.0,0.0,0.19
2021-04-23,541,5.5,5.4,5.5,5.38,48941,29255126.0,2.18,-1.82,-0.1,0.46
2021-04-26,541,5.4,5.31,5.41,5.26,46212,27136459.0,2.78,-1.67,-0.09,0.43
2021-04-27,541,5.31,5.16,5.31,5.13,60169,34459652.0,3.39,-2.82,-0.15,0.56
2021-04-28,541,5.16,5.18,5.24,5.13,23463,13456743.0,2.13,0.39,0.02,0.22
2021-04-29,541,5.18,5.22,5.23,5.16,17250,9916042.0,1.35,0.77,0.04,0.16
2021-04-30,541,5.22,5.14,5.24,5.14,26458,15072552.0,1.92,-1.53,-0.08,0.25
2021-05-06,541,5.14,5.12,5.18,5.11,24792,14066747.0,1.36,-0.39,-0.02,0.23
2021-05-07,541,5.34,5.36,5.41,5.2,61351,35846687.0,4.1,4.69,0.24,0.57
2021-05-10,541,5.41,5.34,5.41,5.3,31613,18591011.0,2.05,-0.37,-0.02,0.29
2021-05-11,541,5.34,5.35,5.37,5.28,15723,9226691.0,1.69,0.19,0.01,0.15
