策略名称,start_date,log_open,交易次数,盈利次数,亏损次数,单次交易胜率(%),平均单笔交易收益率(%),平均持仓时间,持仓一天收益率(%)
少妇战法,20260101,False,399,123,276,30.83,-0.1852,4.53,-0.04
