策略名称,start_date,交易次数,盈利次数,亏损次数,单次交易胜率(%),平均单笔交易收益率(%),平均持仓时间,持仓一天收益率(%)
单针下30,20250101,1305,541,764,41.46,-0.1453,1.0,-0.15
