策略名称,start_date,交易次数,盈利次数,亏损次数,单次交易胜率(%),平均单笔交易收益率(%),平均持仓时间,持仓一天收益率(%)
单针下30,20250101,9,4,5,44.44,0.3978,1.0,0.4
